seed,gt_map,s,along_track_err_m,lateral_err_m,num_inliers,residual,lambda_along_raw,lambda_along_cal,lambda_min_raw,lambda_min_cal,ratio
0,0,46.5,-0.5720705210605459,0.0033442952659385986,1020,17.044943420666463,609.3478032253828,36249.96910939461,609.3211797166495,36248.385282614465,0.0018542591829096098
0,0,47.0,-0.5673326334045683,0.003503721806047375,1028,14.578173127206371,586.9513694884682,41148.1119330188,586.8642575422863,41142.004966924964,0.0017906416204229883
0,0,47.5,-0.554198336440642,0.004545850181733649,1009,11.573216304674084,559.9026163928994,48524.30901298124,559.8957431162229,48523.713336176705,0.0016908002245910531
0,0,48.0,-0.5573128450435476,0.00419826912658593,1036,12.74552122282429,604.9341646833238,48886.363980786206,604.8745823122922,48881.548968430914,0.0018180078669947093
0,0,48.5,-0.5536826203103189,0.004510892066324166,1021,12.331566613536042,576.2735270613329,47432.54837752763,576.2576009953865,47431.23751756618,0.001754713907345964
0,0,49.0,-0.5567957307211557,0.0044878840095717125,993,13.062453906791934,551.5564433457752,41675.64635762825,551.5383443244281,41674.27879421351,0.0016582666430836226
0,0,49.5,-0.5635944334902803,0.005178743633971745,1034,14.096265371818816,582.0150474351709,42444.67970640628,581.9798307789601,42442.11145718354,0.0017935053898383156
0,0,50.0,-0.590810017396926,0.0062961038055328565,996,11.330610741121161,563.9490059412807,49274.44147874974,563.188648314415,49208.0060439973,0.001680836594823137
0,0,50.5,-0.5848469895137356,0.0065807796277887924,1018,10.129284189963697,572.0950599544839,57157.06952398309,572.0701588363581,57154.581694530316,0.0017158212443710527
0,0,51.0,-0.593625792046744,0.0074893232618032145,1029,15.302172984488688,592.4360943437943,39606.27847613844,592.4179255548042,39605.06383354124,0.0018168395024274386
0,0,51.5,-0.5992478950727147,0.007907678713570324,1019,15.37262169635569,586.7505531151543,38664.73279873645,586.6903240958836,38660.763924869236,0.0017867433666335203
0,0,52.0,-0.5847203834356591,0.009196544016227482,1005,10.571134255960686,580.7256679100486,54880.10351538346,580.3252831471899,54842.26610187504,0.001728148083756466
0,0,52.5,-0.5809523695713423,0.008555208045077037,984,11.38672467509785,554.2335663935417,47602.839569687385,554.1213254762815,47593.19925430148,0.0016665197368320537
0,0,53.0,-0.5664559875515636,0.010074200031301177,1039,12.74909528368897,593.2855199961178,48071.17121009206,592.997143554894,48047.80540591886,0.001775338624134912
0,0,53.5,-0.5776568352046283,0.009934150844799452,994,10.969238445362365,572.6100127773294,51575.020038258685,572.3438432109144,51551.04612859049,0.0017216412895608032
0,0,54.0,-0.554492273287515,0.011346168904401727,1009,14.269737693113138,594.1741833299609,41763.67629851889,593.9974152916569,41751.2515191549,0.0017931331334998053
0,0,54.5,-0.5467442614338296,0.011034548826925608,1027,12.899934117092037,597.5573459334382,47295.284197588866,597.4103788522615,47283.652092454104,0.0017942088180267618
