seed,strips,leader_along_m,leader_markers,solo_world_m,solo_frame_m,solo_mean_abs_m,solo_consistency_m,team_world_m,team_frame_m,team_mean_abs_m,team_consistency_m
0,19,0.8537233988201413,19,0.18405902195583843,1.0377824207759796,0.15206893318427303,0.7245866924679814,0.890018661308009,0.03629526248786774,0.5612384857807825,0.07528329341737917
1,19,0.46341048060088896,19,1.4920637300480601,1.955474210648949,0.7975273160782457,1.0982883979943658,0.5389596225950111,0.0755491419941221,0.35316039466347904,0.06838349941840273
2,20,0.9934958264580538,20,0.47333073512118223,1.466826561579236,0.3798051679338627,0.9590706683167579,1.0249305868732985,0.031434760415244734,0.560539243852762,0.07897096095446454
3,18,1.6928208253248418,18,8.215109283752154,6.522288458427313,4.5142739210481775,3.2513049171072694,1.629512979746739,0.06330784557810287,0.8709609535156213,0.12525920031106758
4,20,1.8329411987819066,20,2.960897240582855,1.1279560418009484,1.6946831060917749,0.5922397468363593,1.7779515674131265,0.0549896313687801,0.9626102665861589,0.13961207971945092
5,20,1.668217686020868,20,2.895738522611777,1.2275208365909092,1.6010722221576132,0.5709059218397301,1.6788077943427333,0.010590108321865355,0.8635074136920545,0.14495021182221518
6,19,0.3210310324920844,19,4.437162765178965,4.116131732686881,2.3563800173997818,1.9215902539488852,0.28566922266994416,0.03536180982214027,0.22615147492538074,0.04611808490800418
7,18,0.7932709393630001,18,0.05476626801129725,0.7385046713517028,0.05082910248872022,0.32952205717782446,0.7855319175490405,0.007739021813959579,0.3653666005294885,0.07289290262093918
