platform,policy,seed,world,length_m,range_scale,odom_scale,marker_height_m,fov_deg,sensor_range_m,odom_scale_sigma,ratio_threshold,final_along_m,final_lateral_m,final_rot_rad,markers_placed,path_length_m,mission_time_s,blind_fraction,mean_yaw_rate_dps,glance_fraction,scale_estimate,lead_time_median_s,lead_time_n,wall_time_s
ugv,uniform_8m,6,junction,300.0,1.0,1.0,1.0,360.0,10.0,0.02,0.0018445884928346022,0.418567761129794,0.4758402244309153,0.04311477382560198,37,300.0,300.5,0.18530884808013356,0.0,nan,1.0038311569674059,1.5,4,27.781010389328003
ugv,on_failure,0,junction,300.0,1.0,1.0,1.0,360.0,10.0,0.02,0.0018445884928346022,1.5185497579704554,1.86121013927301,0.019261561061576067,47,300.0,300.5,0.19365609348914858,0.0,nan,0.9937335283032677,-1.5,3,26.98983907699585
ugv,on_failure,1,junction,300.0,1.0,1.0,1.0,360.0,10.0,0.02,0.0018445884928346022,1.381862985238151,3.152339105495637,0.05902024283837266,64,300.0,300.5,0.2838063439065108,0.0,nan,1.0022778677346578,4.5,5,25.714741945266724
ugv,on_failure,2,junction,300.0,1.0,1.0,1.0,360.0,10.0,0.02,0.0018445884928346022,3.1877448491248646,2.422562194424193,0.019957276078100286,44,300.0,300.5,0.1419031719532554,0.0,nan,1.0038773948961344,0.0,3,26.86182713508606
ugv,on_failure,3,junction,300.0,1.0,1.0,1.0,360.0,10.0,0.02,0.0018445884928346022,0.7955419193093091,2.936630497356668,0.07046245814912308,26,300.0,300.5,0.04006677796327212,0.0,nan,1.0076076303492179,-9.5,3,27.372257471084595
ugv,on_failure,4,junction,300.0,1.0,1.0,1.0,360.0,10.0,0.02,0.0018445884928346022,2.3922590649181403,1.1848894742569016,0.012434997832085612,19,300.0,300.5,0.19532554257095158,0.0,nan,1.0018682705351438,0.0,5,28.03339672088623
ugv,on_failure,5,junction,300.0,1.0,1.0,1.0,360.0,10.0,0.02,0.0018445884928346022,2.437848791248716,0.8474674349831637,0.03253570873924039,29,300.0,300.5,0.24707846410684475,0.0,nan,0.9964928841296516,2.0,5,27.46852970123291
ugv,on_failure,7,junction,300.0,1.0,1.0,1.0,360.0,10.0,0.02,0.0018445884928346022,0.33768457639839666,0.9532548361640588,0.0067507361027615105,64,300.0,300.5,0.2570951585976628,0.0,nan,0.9970794073915106,1.5,5,26.55460214614868
ugv,on_failure,6,junction,300.0,1.0,1.0,1.0,360.0,10.0,0.02,0.0018445884928346022,1.0780544057230381,0.7706186364865183,0.04841264447295004,43,300.0,300.5,0.2270450751252087,0.0,nan,1.001891525388074,2.0,5,27.880772352218628
ugv,scheduler,0,junction,300.0,1.0,1.0,1.0,360.0,10.0,0.02,0.0018445884928346022,1.3672152367997616,1.7605225028336158,0.007911751525786884,11,300.0,300.5,0.2003338898163606,0.0,nan,1.0047466875971098,2.0,6,26.713610649108887
ugv,scheduler,1,junction,300.0,1.0,1.0,1.0,360.0,10.0,0.02,0.0018445884928346022,0.43165960298827827,1.7805059897717335,0.016632014369906436,13,300.0,300.5,0.24874791318864775,0.0,nan,1.0037466185894717,3.0,4,25.71388268470764
ugv,scheduler,2,junction,300.0,1.0,1.0,1.0,360.0,10.0,0.02,0.0018445884928346022,1.546467458144055,2.0195900724918228,0.009710274950119328,9,300.0,300.5,0.12687813021702837,0.0,nan,1.0057003634590203,1.75,2,26.582419395446777
ugv,scheduler,3,junction,300.0,1.0,1.0,1.0,360.0,10.0,0.02,0.0018445884928346022,1.4157626159400853,2.906797302374657,0.07253832700977315,3,300.0,300.5,0.04340567612687813,0.0,nan,1.0121800280971163,-15.5,1,27.96496605873108
ugv,scheduler,5,junction,300.0,1.0,1.0,1.0,360.0,10.0,0.02,0.0018445884928346022,1.0667579590710419,0.6992685524602035,0.039588175280202476,12,300.0,300.5,0.19532554257095158,0.0,nan,1.0022978581475872,9.5,3,26.454065799713135
ugv,scheduler,4,junction,300.0,1.0,1.0,1.0,360.0,10.0,0.02,0.0018445884928346022,2.269305173599928,2.1630487853185847,0.023160781679215838,8,300.0,300.5,0.21202003338898165,0.0,nan,0.9943884142945418,1.25,4,28.119811534881592
ugv,scheduler,7,junction,300.0,1.0,1.0,1.0,360.0,10.0,0.02,0.0018445884928346022,0.821586226927789,0.7594153192058173,0.01380116820496543,13,300.0,300.5,0.2704507512520868,0.0,nan,1.006346610454277,0.5,4,25.777843713760376
ugv,scheduler,6,junction,300.0,1.0,1.0,1.0,360.0,10.0,0.02,0.0018445884928346022,0.4207156266079157,0.7604812440606352,0.053519655170205425,10,300.0,300.5,0.19198664440734559,0.0,nan,1.0154120592321385,7.0,5,27.36647129058838
ugv,oracle_12,0,junction,300.0,1.0,1.0,1.0,360.0,10.0,0.02,0.0018445884928346022,0.7606291553275677,1.938377351588006,0.021260590881910985,12,300.0,300.5,0.22370617696160267,0.0,nan,1.0064306683913902,-5.0,3,26.74508547782898
ugv,oracle_12,1,junction,300.0,1.0,1.0,1.0,360.0,10.0,0.02,0.0018445884928346022,0.6352567264019934,2.465645066775052,0.023446995144420734,12,300.0,300.5,0.35058430717863104,0.0,nan,0.9994190930576107,1.5,4,25.477236032485962
ugv,oracle_12,2,junction,300.0,1.0,1.0,1.0,360.0,10.0,0.02,0.0018445884928346022,3.783226647389942,2.4448525466329656,0.018307805658981192,12,300.0,300.5,0.14023372287145242,0.0,nan,1.0104486264469488,3.5,2,26.817562103271484
ugv,oracle_12,3,junction,300.0,1.0,1.0,1.0,360.0,10.0,0.02,0.0018445884928346022,1.754277785406801,3.0541971312117084,0.0772314616494628,12,300.0,300.5,0.05008347245409015,0.0,nan,1.000743541076764,-3.75,2,27.726508140563965
ugv,oracle_12,4,junction,300.0,1.0,1.0,1.0,360.0,10.0,0.02,0.0018445884928346022,0.9417076218140203,1.8832725467168123,0.017454766981953883,12,300.0,300.5,0.22036727879799667,0.0,nan,0.9927284974456676,-0.5,5,27.803000450134277
ugv,oracle_12,5,junction,300.0,1.0,1.0,1.0,360.0,10.0,0.02,0.0018445884928346022,2.1768919312711237,1.5147237950371892,0.04370946116575504,12,300.0,300.5,0.2337228714524207,0.0,nan,0.9995130552904435,3.0,4,27.060498476028442
ugv,oracle_12,7,junction,300.0,1.0,1.0,1.0,360.0,10.0,0.02,0.0018445884928346022,0.8221057496008416,1.2367468494679166,0.02716535158518534,12,300.0,300.5,0.2353923205342237,0.0,nan,0.9928183459003722,1.5,4,26.109200954437256
