seed,strips,leader_along_m,leader_markers,solo_world_m,solo_frame_m,solo_mean_abs_m,solo_consistency_m,team_world_m,team_frame_m,team_mean_abs_m,team_consistency_m
0,20,0.9747688929495841,20,0.18102335788143337,0.7937455350681508,0.14604137317825305,0.39083290680143906,0.9417262838815719,0.03304260906801226,0.4970232597338013,0.05826803876652051
1,20,1.0626602407960002,20,1.3289451889600918,0.26628494816409165,0.70404701953286,0.15195175835481842,0.9582299215314216,0.10443031926457857,0.5168825244006702,0.05962832777023034
2,20,0.9714491975839283,20,0.23288085799151936,0.738568339592409,0.252739028760296,0.30516709091474065,0.9325848314669034,0.03886436611702493,0.5496952881746056,0.06855370557536435
3,18,2.558325776355556,18,8.383445924176067,5.8251201478205115,4.51034423505714,2.60652683837055,2.414534505942487,0.1437912704130686,1.479433020583955,0.16872444525817196
4,21,0.4942580253673001,21,2.941496305744235,3.4357543311115353,1.6419268116102375,1.6736381382205403,0.4657999602444541,0.028458065122846044,0.20192405823813267,0.042671343992530336
5,21,0.22293948140294603,21,2.9734996443543023,3.1964391257572484,1.6330204958786554,1.5801250960258342,0.21644431454439392,0.006495166858552115,0.12902531703917455,0.03792705030420467
6,19,1.6536718383418043,19,4.516237662939924,2.8625658245981196,2.3710206070452373,1.1044445143069572,1.5716501127057452,0.08202172563605914,1.0273519626590017,0.11427764675771175
7,20,0.6178770699951404,20,0.21258682905653095,0.8304638990516713,0.1010533485227776,0.6131224959405795,0.5641016948947652,0.05377537510037511,0.5188912418460696,0.06951080631294254
